pair_id,card_a,card_b,ground_truth,prediction,correct,adherence_score,order_score,combined_score,response_len,has_card_description,has_order_of_events,has_synergy_analysis,has_conclusion,has_final_score
Iron Wave|Wild Strike,Iron Wave,Wild Strike,0,0,1,1.0,1.0,1.0,1317,1,1,1,1,1
Iron Wave|Body Slam,Iron Wave,Body Slam,1,1,1,1.0,1.0,1.0,1041,1,1,1,1,1
Iron Wave|Entrench,Iron Wave,Entrench,1,1,1,1.0,1.0,1.0,1073,1,1,1,1,1
Iron Wave|Spot Weakness,Iron Wave,Spot Weakness,0,0,1,1.0,1.0,1.0,1581,1,1,1,1,1
Iron Wave|Exhume,Iron Wave,Exhume,0,0,1,1.0,1.0,1.0,1410,1,1,1,1,1
Iron Wave|Hemokinesis,Iron Wave,Hemokinesis,0,0,1,1.0,1.0,1.0,968,1,1,1,1,1
Iron Wave|Infernal Blade,Iron Wave,Infernal Blade,0,0,1,1.0,1.0,1.0,1330,1,1,1,1,1
Iron Wave|Shrug it Off,Iron Wave,Shrug it Off,0,0,1,1.0,1.0,1.0,1194,1,1,1,1,1
Iron Wave|Power Through,Iron Wave,Power Through,0,-1,0,1.0,1.0,1.0,1206,1,1,1,1,1
Iron Wave|Pummel,Iron Wave,Pummel,0,1,0,1.0,1.0,1.0,1211,1,1,1,1,1
Iron Wave|Disarm,Iron Wave,Disarm,0,0,1,1.0,1.0,1.0,1413,1,1,1,1,1
Iron Wave|Cleave,Iron Wave,Cleave,0,0,1,1.0,1.0,1.0,1344,1,1,1,1,1
Iron Wave|Whirlwind,Iron Wave,Whirlwind,0,0,1,1.0,1.0,1.0,1512,1,1,1,1,1
Iron Wave|Rampage,Iron Wave,Rampage,0,1,0,1.0,1.0,1.0,1379,1,1,1,1,1
Iron Wave|Dropkick,Iron Wave,Dropkick,0,1,0,1.0,1.0,1.0,1688,1,1,1,1,1
Iron Wave|Sentinel,Iron Wave,Sentinel,0,1,0,1.0,1.0,1.0,1188,1,1,1,1,1
Iron Wave|Searing Blow,Iron Wave,Searing Blow,0,0,1,1.0,1.0,1.0,1321,1,1,1,1,1
Iron Wave|True Grit,Iron Wave,True Grit,0,0,1,1.0,1.0,1.0,1122,1,1,1,1,1
Iron Wave|Brutality,Iron Wave,Brutality,0,0,1,1.0,1.0,1.0,1236,1,1,1,1,1
Iron Wave|Bloodletting,Iron Wave,Bloodletting,0,0,1,1.0,1.0,1.0,1173,1,1,1,1,1
Iron Wave|Reaper,Iron Wave,Reaper,-1,1,0,1.0,1.0,1.0,1622,1,1,1,1,1
Iron Wave|Iron Wave,Iron Wave,Iron Wave,0,1,0,1.0,1.0,1.0,911,1,1,1,1,1
Iron Wave|Sever Soul,Iron Wave,Sever Soul,0,0,1,1.0,1.0,1.0,1200,1,1,1,1,1
Iron Wave|Anger,Iron Wave,Anger,0,1,0,1.0,1.0,1.0,1425,1,1,1,1,1
Iron Wave|Sword Boomerang,Iron Wave,Sword Boomerang,0,0,1,1.0,1.0,1.0,1094,1,1,1,1,1
Iron Wave|Ghostly Armor,Iron Wave,Ghostly Armor,0,1,0,1.0,1.0,1.0,967,1,1,1,1,1
Iron Wave|Clothesline,Iron Wave,Clothesline,0,0,1,1.0,1.0,1.0,1261,1,1,1,1,1
Iron Wave|Limit Break,Iron Wave,Limit Break,0,0,1,1.0,1.0,1.0,1206,1,1,1,1,1
Iron Wave|Clash,Iron Wave,Clash,0,1,0,1.0,1.0,1.0,1205,1,1,1,1,1
Iron Wave|Fire Breathing,Iron Wave,Fire Breathing,0,0,1,1.0,1.0,1.0,1158,1,1,1,1,1
Iron Wave|Fiend Fire,Iron Wave,Fiend Fire,0,1,0,1.0,1.0,1.0,1642,1,1,1,1,1
Iron Wave|Shockwave,Iron Wave,Shockwave,0,0,1,1.0,1.0,1.0,1485,1,1,1,1,1
Iron Wave|Rage,Iron Wave,Rage,0,0,1,1.0,1.0,1.0,1265,1,1,1,1,1
Iron Wave|Offering,Iron Wave,Offering,0,0,1,1.0,1.0,1.0,1626,1,1,1,1,1
Iron Wave|Pommel Strike,Iron Wave,Pommel Strike,0,0,1,1.0,1.0,1.0,1218,1,1,1,1,1
Iron Wave|Carnage,Iron Wave,Carnage,0,0,1,1.0,1.0,1.0,1133,1,1,1,1,1
Iron Wave|Inflame,Iron Wave,Inflame,0,0,1,1.0,1.0,1.0,1083,1,1,1,1,1
Iron Wave|Burning Pact,Iron Wave,Burning Pact,0,1,0,1.0,1.0,1.0,1221,1,1,1,1,1
Iron Wave|Reckless Charge,Iron Wave,Reckless Charge,0,0,1,1.0,1.0,1.0,1367,1,1,1,1,1
Iron Wave|Blood for Blood,Iron Wave,Blood for Blood,-1,0,0,1.0,1.0,1.0,1411,1,1,1,1,1
Iron Wave|Metallicize,Iron Wave,Metallicize,0,1,0,1.0,1.0,1.0,1021,1,1,1,1,1
Iron Wave|Feed,Iron Wave,Feed,0,1,0,1.0,1.0,1.0,1236,1,1,1,1,1
Iron Wave|Uppercut,Iron Wave,Uppercut,0,0,1,1.0,1.0,1.0,1469,1,1,1,1,1
Iron Wave|Headbutt,Iron Wave,Headbutt,0,1,0,1.0,1.0,1.0,1434,1,1,1,1,1
Iron Wave|Dual Wield,Iron Wave,Dual Wield,0,1,0,1.0,1.0,1.0,1313,1,1,1,1,1
Iron Wave|Impervious,Iron Wave,Impervious,0,0,1,1.0,1.0,1.0,1102,1,1,1,1,1
Iron Wave|Barricade,Iron Wave,Barricade,1,1,1,1.0,1.0,1.0,1224,1,1,1,1,1
Iron Wave|Double Tap,Iron Wave,Double Tap,0,0,1,1.0,1.0,1.0,1036,1,1,1,1,1
Iron Wave|Flame Barrier,Iron Wave,Flame Barrier,0,1,0,1.0,1.0,1.0,1516,1,1,1,1,1
Iron Wave|Dark Embrace,Iron Wave,Dark Embrace,0,0,1,1.0,1.0,1.0,1271,1,1,1,1,1
Iron Wave|Defend,Iron Wave,Defend,0,0,1,1.0,1.0,1.0,970,1,1,1,1,1
Iron Wave|Seeing Red,Iron Wave,Seeing Red,0,0,1,1.0,1.0,1.0,1097,1,1,1,1,1
Iron Wave|Warcry,Iron Wave,Warcry,0,0,1,1.0,1.0,1.0,1294,1,1,1,1,1
Iron Wave|Strike,Iron Wave,Strike,0,0,1,1.0,1.0,1.0,1159,1,1,1,1,1
Iron Wave|Battle Trance,Iron Wave,Battle Trance,0,0,1,1.0,1.0,1.0,1360,1,1,1,1,1
Iron Wave|Twin Strike,Iron Wave,Twin Strike,0,0,1,1.0,1.0,1.0,952,1,1,1,1,1
Iron Wave|Berserk,Iron Wave,Berserk,0,0,1,1.0,1.0,1.0,1353,1,1,1,1,1
Iron Wave|Juggernaut,Iron Wave,Juggernaut,0,1,0,1.0,1.0,1.0,1119,1,1,1,1,1
Iron Wave|Perfected Strike,Iron Wave,Perfected Strike,0,1,0,1.0,1.0,1.0,1278,1,1,1,1,1
Iron Wave|Second Wind,Iron Wave,Second Wind,0,1,0,1.0,1.0,1.0,1487,1,1,1,1,1
Sever Soul|Armaments,Sever Soul,Armaments,0,-1,0,1.0,1.0,1.0,1909,1,1,1,1,1
Sever Soul|Corruption,Sever Soul,Corruption,-1,-1,1,1.0,1.0,1.0,1625,1,1,1,1,1
Sever Soul|Havoc,Sever Soul,Havoc,0,-1,0,1.0,1.0,1.0,1606,1,1,1,1,1
Sever Soul|Bash,Sever Soul,Bash,0,0,1,1.0,1.0,1.0,1641,1,1,1,1,1
Sever Soul|Feel No Pain,Sever Soul,Feel No Pain,0,1,0,1.0,1.0,1.0,1355,1,1,1,1,1
Sever Soul|Bludgeon,Sever Soul,Bludgeon,0,1,0,1.0,1.0,1.0,1659,1,1,1,1,1
Sever Soul|Combust,Sever Soul,Combust,0,0,1,1.0,1.0,1.0,1499,1,1,1,1,1
Sever Soul|Heavy Blade,Sever Soul,Heavy Blade,0,1,0,1.0,1.0,1.0,1446,1,1,1,1,1
Sever Soul|Immolate,Sever Soul,Immolate,0,1,0,1.0,1.0,1.0,1721,1,1,1,1,1
Sever Soul|Demon Form,Sever Soul,Demon Form,0,0,1,1.0,1.0,1.0,1394,1,1,1,1,1
Sever Soul|Evolve,Sever Soul,Evolve,0,0,1,1.0,1.0,1.0,1481,1,1,1,1,1
Sever Soul|Intimidate,Sever Soul,Intimidate,0,-1,0,1.0,1.0,1.0,1293,1,1,1,1,1
Sever Soul|Rupture,Sever Soul,Rupture,0,0,1,1.0,1.0,1.0,1513,1,1,1,1,1
Sever Soul|Thunderclap,Sever Soul,Thunderclap,0,0,1,1.0,1.0,1.0,1721,1,1,1,1,1
Sever Soul|Flex,Sever Soul,Flex,0,0,1,1.0,1.0,1.0,1288,1,1,1,1,1
Sever Soul|Wild Strike,Sever Soul,Wild Strike,0,1,0,1.0,1.0,1.0,1611,1,1,1,1,1
Sever Soul|Body Slam,Sever Soul,Body Slam,0,0,1,1.0,1.0,1.0,2181,1,1,1,1,1
Sever Soul|Entrench,Sever Soul,Entrench,0,-1,0,1.0,1.0,1.0,1413,1,1,1,1,1
Sever Soul|Spot Weakness,Sever Soul,Spot Weakness,0,0,1,1.0,1.0,1.0,1389,1,1,1,1,1
Sever Soul|Exhume,Sever Soul,Exhume,1,-1,0,1.0,1.0,1.0,1493,1,1,1,1,1
Sever Soul|Hemokinesis,Sever Soul,Hemokinesis,0,0,1,1.0,1.0,1.0,1305,1,1,1,1,1
Sever Soul|Infernal Blade,Sever Soul,Infernal Blade,0,0,1,1.0,1.0,1.0,1425,1,1,1,1,1
Sever Soul|Shrug it Off,Sever Soul,Shrug it Off,0,0,1,1.0,1.0,1.0,1639,1,1,1,1,1
Sever Soul|Power Through,Sever Soul,Power Through,0,-1,0,1.0,1.0,1.0,1449,1,1,1,1,1
Sever Soul|Pummel,Sever Soul,Pummel,0,1,0,1.0,1.0,1.0,1282,1,1,1,1,1
Sever Soul|Disarm,Sever Soul,Disarm,0,0,1,1.0,1.0,1.0,1274,1,1,1,1,1
Sever Soul|Cleave,Sever Soul,Cleave,0,0,1,1.0,1.0,1.0,1654,1,1,1,1,1
Sever Soul|Whirlwind,Sever Soul,Whirlwind,0,1,0,1.0,1.0,1.0,1521,1,1,1,1,1
Sever Soul|Rampage,Sever Soul,Rampage,1,1,1,1.0,1.0,1.0,1759,1,1,1,1,1
Sever Soul|Dropkick,Sever Soul,Dropkick,0,1,0,1.0,1.0,1.0,1516,1,1,1,1,1
Sever Soul|Sentinel,Sever Soul,Sentinel,1,1,1,1.0,1.0,1.0,1263,1,1,1,1,1
Sever Soul|Searing Blow,Sever Soul,Searing Blow,0,0,1,1.0,1.0,1.0,1696,1,1,1,1,1
Sever Soul|True Grit,Sever Soul,True Grit,0,-1,0,1.0,1.0,1.0,1597,1,1,1,1,1
Sever Soul|Brutality,Sever Soul,Brutality,0,0,1,1.0,1.0,1.0,1358,1,1,1,1,1
Sever Soul|Bloodletting,Sever Soul,Bloodletting,0,0,1,1.0,1.0,1.0,1346,1,1,1,1,1
Sever Soul|Reaper,Sever Soul,Reaper,0,1,0,1.0,1.0,1.0,1493,1,1,1,1,1
Sever Soul|Iron Wave,Sever Soul,Iron Wave,0,0,1,1.0,1.0,1.0,1554,1,1,1,1,1
Sever Soul|Sever Soul,Sever Soul,Sever Soul,1,-1,0,1.0,1.0,1.0,1588,1,1,1,1,1
Sever Soul|Anger,Sever Soul,Anger,0,0,1,1.0,1.0,1.0,1368,1,1,1,1,1
Sever Soul|Sword Boomerang,Sever Soul,Sword Boomerang,0,1,0,1.0,1.0,1.0,1609,1,1,1,1,1
Sever Soul|Ghostly Armor,Sever Soul,Ghostly Armor,0,0,1,1.0,1.0,1.0,1711,1,1,1,1,1
Sever Soul|Clothesline,Sever Soul,Clothesline,0,0,1,1.0,1.0,1.0,1526,1,1,1,1,1
Sever Soul|Limit Break,Sever Soul,Limit Break,0,0,1,1.0,1.0,1.0,1347,1,1,1,1,1
Sever Soul|Clash,Sever Soul,Clash,1,1,1,1.0,1.0,1.0,1186,1,1,1,1,1
Sever Soul|Fire Breathing,Sever Soul,Fire Breathing,0,-1,0,1.0,1.0,1.0,1596,1,1,1,1,1
Sever Soul|Fiend Fire,Sever Soul,Fiend Fire,-1,-1,1,1.0,1.0,1.0,1779,1,1,1,1,1
Sever Soul|Shockwave,Sever Soul,Shockwave,0,0,1,1.0,1.0,1.0,1410,1,1,1,1,1
Sever Soul|Rage,Sever Soul,Rage,0,-1,0,1.0,1.0,1.0,1329,1,1,1,1,1
Sever Soul|Offering,Sever Soul,Offering,0,-1,0,1.0,1.0,1.0,1847,1,1,1,1,1
Sever Soul|Pommel Strike,Sever Soul,Pommel Strike,0,1,0,1.0,1.0,1.0,1346,1,1,1,1,1
Sever Soul|Carnage,Sever Soul,Carnage,0,0,1,1.0,1.0,1.0,1556,1,1,1,1,1
Sever Soul|Inflame,Sever Soul,Inflame,0,0,1,1.0,1.0,1.0,1401,1,1,1,1,1
Sever Soul|Burning Pact,Sever Soul,Burning Pact,0,-1,0,1.0,1.0,1.0,1387,1,1,1,1,1
Sever Soul|Reckless Charge,Sever Soul,Reckless Charge,0,0,1,1.0,1.0,1.0,1372,1,1,1,1,1
Sever Soul|Blood for Blood,Sever Soul,Blood for Blood,0,0,1,1.0,1.0,1.0,1818,1,1,1,1,1
Sever Soul|Metallicize,Sever Soul,Metallicize,0,0,1,1.0,1.0,1.0,1437,1,1,1,1,1
Sever Soul|Feed,Sever Soul,Feed,0,1,0,1.0,1.0,1.0,1488,1,1,1,1,1
Sever Soul|Uppercut,Sever Soul,Uppercut,0,1,0,1.0,1.0,1.0,1501,1,1,1,1,1
Sever Soul|Headbutt,Sever Soul,Headbutt,0,0,1,1.0,1.0,1.0,1780,1,1,1,1,1
Sever Soul|Dual Wield,Sever Soul,Dual Wield,0,-1,0,1.0,1.0,1.0,1344,1,1,1,1,1
Sever Soul|Impervious,Sever Soul,Impervious,0,-1,0,1.0,1.0,1.0,1096,1,1,1,1,1
Sever Soul|Barricade,Sever Soul,Barricade,0,0,1,1.0,1.0,1.0,1388,1,1,1,1,1
Sever Soul|Double Tap,Sever Soul,Double Tap,0,0,1,1.0,1.0,1.0,1248,1,1,1,1,1
Sever Soul|Flame Barrier,Sever Soul,Flame Barrier,0,1,0,1.0,1.0,1.0,1557,1,1,1,1,1
Sever Soul|Dark Embrace,Sever Soul,Dark Embrace,0,1,0,1.0,1.0,1.0,1460,1,1,1,1,1
Sever Soul|Defend,Sever Soul,Defend,0,0,1,1.0,1.0,1.0,1283,1,1,1,1,1
Sever Soul|Seeing Red,Sever Soul,Seeing Red,0,-1,0,1.0,1.0,1.0,1588,1,1,1,1,1
Sever Soul|Warcry,Sever Soul,Warcry,0,-1,0,1.0,1.0,1.0,1721,1,1,1,1,1
Sever Soul|Strike,Sever Soul,Strike,0,0,1,1.0,1.0,1.0,1371,1,1,1,1,1
Sever Soul|Battle Trance,Sever Soul,Battle Trance,0,0,1,1.0,1.0,1.0,1617,1,1,1,1,1
Sever Soul|Twin Strike,Sever Soul,Twin Strike,0,1,0,1.0,1.0,1.0,1515,1,1,1,1,1
Sever Soul|Berserk,Sever Soul,Berserk,0,0,1,1.0,1.0,1.0,1815,1,1,1,1,1
Sever Soul|Juggernaut,Sever Soul,Juggernaut,0,0,1,1.0,1.0,1.0,1236,1,1,1,1,1
Sever Soul|Perfected Strike,Sever Soul,Perfected Strike,0,1,0,1.0,1.0,1.0,1544,1,1,1,1,1
Sever Soul|Second Wind,Sever Soul,Second Wind,-1,-1,1,1.0,1.0,1.0,1412,1,1,1,1,1
Anger|Armaments,Anger,Armaments,0,0,1,1.0,1.0,1.0,1387,1,1,1,1,1
Anger|Corruption,Anger,Corruption,0,0,1,1.0,1.0,1.0,1237,1,1,1,1,1
Anger|Havoc,Anger,Havoc,0,1,0,1.0,1.0,1.0,1345,1,1,1,1,1
Anger|Bash,Anger,Bash,0,0,1,1.0,1.0,1.0,1502,1,1,1,1,1
Anger|Feel No Pain,Anger,Feel No Pain,0,0,1,1.0,1.0,1.0,1388,1,1,1,1,1
Anger|Bludgeon,Anger,Bludgeon,0,0,1,1.0,1.0,1.0,1141,1,1,1,1,1
Anger|Combust,Anger,Combust,0,0,1,1.0,1.0,1.0,1546,1,1,1,1,1
Anger|Heavy Blade,Anger,Heavy Blade,0,0,1,1.0,1.0,1.0,1423,1,1,1,1,1
Anger|Immolate,Anger,Immolate,0,0,1,1.0,1.0,1.0,1604,1,1,1,1,1
Anger|Demon Form,Anger,Demon Form,0,0,1,1.0,1.0,1.0,1353,1,1,1,1,1
Anger|Evolve,Anger,Evolve,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Anger|Intimidate,Anger,Intimidate,0,1,0,1.0,1.0,1.0,1210,1,1,1,1,1
Anger|Rupture,Anger,Rupture,0,0,1,1.0,1.0,1.0,1271,1,1,1,1,1
Anger|Thunderclap,Anger,Thunderclap,0,1,0,1.0,1.0,1.0,1608,1,1,1,1,1
Anger|Flex,Anger,Flex,0,0,1,1.0,1.0,1.0,1276,1,1,1,1,1
Anger|Wild Strike,Anger,Wild Strike,0,0,1,1.0,1.0,1.0,1415,1,1,1,1,1
Anger|Body Slam,Anger,Body Slam,0,0,1,1.0,1.0,1.0,1737,1,1,1,1,1
Anger|Entrench,Anger,Entrench,0,0,1,1.0,1.0,1.0,1145,1,1,1,1,1
Anger|Spot Weakness,Anger,Spot Weakness,0,0,1,1.0,1.0,1.0,1309,1,1,1,1,1
Anger|Exhume,Anger,Exhume,0,1,0,1.0,1.0,1.0,1349,1,1,1,1,1
Anger|Hemokinesis,Anger,Hemokinesis,0,0,1,1.0,1.0,1.0,1159,1,1,1,1,1
Anger|Infernal Blade,Anger,Infernal Blade,0,0,1,1.0,1.0,1.0,1606,1,1,1,1,1
Anger|Shrug it Off,Anger,Shrug it Off,1,0,0,1.0,1.0,1.0,1272,1,1,1,1,1
Anger|Power Through,Anger,Power Through,0,-1,0,1.0,1.0,1.0,1435,1,1,1,1,1
Anger|Pummel,Anger,Pummel,0,0,1,1.0,1.0,1.0,1317,1,1,1,1,1
Anger|Disarm,Anger,Disarm,0,0,1,1.0,1.0,1.0,1118,1,1,1,1,1
Anger|Cleave,Anger,Cleave,0,0,1,1.0,1.0,1.0,1480,1,1,1,1,1
Anger|Whirlwind,Anger,Whirlwind,0,0,1,1.0,1.0,1.0,1516,1,1,1,1,1
Anger|Rampage,Anger,Rampage,0,0,1,1.0,1.0,1.0,1443,1,1,1,1,1
Anger|Dropkick,Anger,Dropkick,0,0,1,1.0,1.0,1.0,1484,1,1,1,1,1
Anger|Sentinel,Anger,Sentinel,-1,0,0,1.0,1.0,1.0,1355,1,1,1,1,1
Anger|Searing Blow,Anger,Searing Blow,0,0,1,1.0,1.0,1.0,1259,1,1,1,1,1
Anger|True Grit,Anger,True Grit,0,0,1,1.0,1.0,1.0,1302,1,1,1,1,1
Anger|Brutality,Anger,Brutality,0,0,1,1.0,1.0,1.0,1309,1,1,1,1,1
Anger|Bloodletting,Anger,Bloodletting,-1,0,0,1.0,1.0,1.0,1602,1,1,1,1,1
Anger|Reaper,Anger,Reaper,0,1,0,1.0,1.0,1.0,1521,1,1,1,1,1
Anger|Iron Wave,Anger,Iron Wave,0,0,1,1.0,1.0,1.0,965,1,1,1,1,1
Anger|Sever Soul,Anger,Sever Soul,1,0,0,1.0,1.0,1.0,1735,1,1,1,1,1
Anger|Anger,Anger,Anger,0,1,0,1.0,1.0,1.0,1127,1,1,1,1,1
Anger|Sword Boomerang,Anger,Sword Boomerang,0,0,1,1.0,1.0,1.0,1325,1,1,1,1,1
Anger|Ghostly Armor,Anger,Ghostly Armor,0,0,1,1.0,1.0,1.0,1558,1,1,1,1,1
Anger|Clothesline,Anger,Clothesline,0,0,1,1.0,1.0,1.0,1323,1,1,1,1,1
Anger|Limit Break,Anger,Limit Break,0,0,1,1.0,1.0,1.0,1501,1,1,1,1,1
Anger|Clash,Anger,Clash,0,1,0,1.0,1.0,1.0,1158,1,1,1,1,1
Anger|Fire Breathing,Anger,Fire Breathing,-1,0,0,1.0,1.0,1.0,1479,1,1,1,1,1
Anger|Fiend Fire,Anger,Fiend Fire,1,1,1,1.0,1.0,1.0,1717,1,1,1,1,1
Anger|Shockwave,Anger,Shockwave,0,0,1,1.0,1.0,1.0,1487,1,1,1,1,1
Anger|Rage,Anger,Rage,0,0,1,1.0,1.0,1.0,1327,1,1,1,1,1
Anger|Offering,Anger,Offering,0,0,1,1.0,1.0,1.0,1324,1,1,1,1,1
Anger|Pommel Strike,Anger,Pommel Strike,1,1,1,1.0,1.0,1.0,1388,1,1,1,1,1
Anger|Carnage,Anger,Carnage,0,0,1,1.0,1.0,1.0,1357,1,1,1,1,1
Anger|Inflame,Anger,Inflame,0,0,1,1.0,1.0,1.0,1512,1,1,1,1,1
Anger|Burning Pact,Anger,Burning Pact,1,1,1,1.0,1.0,1.0,1613,1,1,1,1,1
Anger|Reckless Charge,Anger,Reckless Charge,0,-1,0,1.0,1.0,1.0,1646,1,1,1,1,1
Anger|Blood for Blood,Anger,Blood for Blood,0,0,1,1.0,1.0,1.0,1612,1,1,1,1,1
Anger|Metallicize,Anger,Metallicize,0,0,1,1.0,1.0,1.0,1331,1,1,1,1,1
Anger|Feed,Anger,Feed,0,0,1,1.0,1.0,1.0,1586,1,1,1,1,1
Anger|Uppercut,Anger,Uppercut,0,0,1,1.0,1.0,1.0,1322,1,1,1,1,1
Anger|Headbutt,Anger,Headbutt,0,1,0,1.0,1.0,1.0,1360,1,1,1,1,1
Anger|Dual Wield,Anger,Dual Wield,0,1,0,1.0,1.0,1.0,1281,1,1,1,1,1
Anger|Impervious,Anger,Impervious,0,0,1,1.0,1.0,1.0,1204,1,1,1,1,1
Anger|Barricade,Anger,Barricade,0,0,1,1.0,1.0,1.0,1337,1,1,1,1,1
Anger|Double Tap,Anger,Double Tap,0,1,0,1.0,1.0,1.0,1341,1,1,1,1,1
Anger|Flame Barrier,Anger,Flame Barrier,0,0,1,1.0,1.0,1.0,1215,1,1,1,1,1
Anger|Dark Embrace,Anger,Dark Embrace,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Anger|Defend,Anger,Defend,0,0,1,1.0,1.0,1.0,1240,1,1,1,1,1
Anger|Seeing Red,Anger,Seeing Red,-1,0,0,1.0,1.0,1.0,1176,1,1,1,1,1
Anger|Warcry,Anger,Warcry,0,1,0,1.0,1.0,1.0,1377,1,1,1,1,1
Anger|Strike,Anger,Strike,0,0,1,1.0,1.0,1.0,1267,1,1,1,1,1
Anger|Battle Trance,Anger,Battle Trance,1,0,0,1.0,1.0,1.0,1232,1,1,1,1,1
Anger|Twin Strike,Anger,Twin Strike,0,0,1,1.0,1.0,1.0,1196,1,1,1,1,1
Anger|Berserk,Anger,Berserk,-1,0,0,1.0,1.0,1.0,1558,1,1,1,1,1
Anger|Juggernaut,Anger,Juggernaut,0,0,1,1.0,1.0,1.0,1328,1,1,1,1,1
Anger|Perfected Strike,Anger,Perfected Strike,0,1,0,1.0,1.0,1.0,1320,1,1,1,1,1
Anger|Second Wind,Anger,Second Wind,0,0,1,1.0,1.0,1.0,1741,1,1,1,1,1
Sword Boomerang|Armaments,Sword Boomerang,Armaments,0,0,1,1.0,1.0,1.0,1285,1,1,1,1,1
Sword Boomerang|Corruption,Sword Boomerang,Corruption,0,0,1,1.0,1.0,1.0,1353,1,1,1,1,1
Sword Boomerang|Havoc,Sword Boomerang,Havoc,0,0,1,1.0,1.0,1.0,1351,1,1,1,1,1
Sword Boomerang|Bash,Sword Boomerang,Bash,0,0,1,1.0,1.0,1.0,1615,1,1,1,1,1
Sword Boomerang|Feel No Pain,Sword Boomerang,Feel No Pain,0,0,1,1.0,1.0,1.0,1107,1,1,1,1,1
Sword Boomerang|Bludgeon,Sword Boomerang,Bludgeon,0,1,0,1.0,1.0,1.0,1258,1,1,1,1,1
Sword Boomerang|Combust,Sword Boomerang,Combust,0,0,1,1.0,1.0,1.0,1495,1,1,1,1,1
Sword Boomerang|Heavy Blade,Sword Boomerang,Heavy Blade,0,0,1,1.0,1.0,1.0,1622,1,1,1,1,1
Sword Boomerang|Immolate,Sword Boomerang,Immolate,0,1,0,1.0,1.0,1.0,1641,1,1,1,1,1
Sword Boomerang|Demon Form,Sword Boomerang,Demon Form,0,0,1,1.0,1.0,1.0,1268,1,1,1,1,1
Sword Boomerang|Evolve,Sword Boomerang,Evolve,0,0,1,1.0,1.0,1.0,1164,1,1,1,1,1
Sword Boomerang|Intimidate,Sword Boomerang,Intimidate,0,0,1,1.0,1.0,1.0,1471,1,1,1,1,1
Sword Boomerang|Rupture,Sword Boomerang,Rupture,0,0,1,1.0,1.0,1.0,1177,1,1,1,1,1
Sword Boomerang|Thunderclap,Sword Boomerang,Thunderclap,0,0,1,1.0,1.0,1.0,1413,1,1,1,1,1
Sword Boomerang|Flex,Sword Boomerang,Flex,0,0,1,1.0,1.0,1.0,1403,1,1,1,1,1
Sword Boomerang|Wild Strike,Sword Boomerang,Wild Strike,0,0,1,1.0,1.0,1.0,1528,1,1,1,1,1
Sword Boomerang|Body Slam,Sword Boomerang,Body Slam,0,0,1,1.0,1.0,1.0,1435,1,1,1,1,1
Sword Boomerang|Entrench,Sword Boomerang,Entrench,0,0,1,1.0,1.0,1.0,1279,1,1,1,1,1
Sword Boomerang|Spot Weakness,Sword Boomerang,Spot Weakness,0,0,1,1.0,1.0,1.0,1515,1,1,1,1,1
Sword Boomerang|Exhume,Sword Boomerang,Exhume,0,0,1,1.0,1.0,1.0,1489,1,1,1,1,1
Sword Boomerang|Hemokinesis,Sword Boomerang,Hemokinesis,0,0,1,1.0,1.0,1.0,1272,1,1,1,1,1
Sword Boomerang|Infernal Blade,Sword Boomerang,Infernal Blade,0,0,1,1.0,1.0,1.0,1261,1,1,1,1,1
Sword Boomerang|Shrug it Off,Sword Boomerang,Shrug it Off,0,0,1,1.0,1.0,1.0,1470,1,1,1,1,1
Sword Boomerang|Power Through,Sword Boomerang,Power Through,0,-1,0,1.0,1.0,1.0,1270,1,1,1,1,1
Sword Boomerang|Pummel,Sword Boomerang,Pummel,0,0,1,1.0,1.0,1.0,1207,1,1,1,1,1
Sword Boomerang|Disarm,Sword Boomerang,Disarm,0,0,1,1.0,1.0,1.0,1283,1,1,1,1,1
Sword Boomerang|Cleave,Sword Boomerang,Cleave,0,1,0,1.0,1.0,1.0,1554,1,1,1,1,1
Sword Boomerang|Whirlwind,Sword Boomerang,Whirlwind,0,1,0,1.0,1.0,1.0,1575,1,1,1,1,1
Sword Boomerang|Rampage,Sword Boomerang,Rampage,0,0,1,1.0,1.0,1.0,1396,1,1,1,1,1
Sword Boomerang|Dropkick,Sword Boomerang,Dropkick,0,0,1,1.0,1.0,1.0,1562,1,1,1,1,1
Sword Boomerang|Sentinel,Sword Boomerang,Sentinel,0,0,1,1.0,1.0,1.0,1226,1,1,1,1,1
Sword Boomerang|Searing Blow,Sword Boomerang,Searing Blow,0,0,1,1.0,1.0,1.0,1327,1,1,1,1,1
Sword Boomerang|True Grit,Sword Boomerang,True Grit,0,0,1,1.0,1.0,1.0,1252,1,1,1,1,1
Sword Boomerang|Brutality,Sword Boomerang,Brutality,0,0,1,1.0,1.0,1.0,1252,1,1,1,1,1
Sword Boomerang|Bloodletting,Sword Boomerang,Bloodletting,0,0,1,1.0,1.0,1.0,1151,1,1,1,1,1
Sword Boomerang|Reaper,Sword Boomerang,Reaper,0,1,0,1.0,1.0,1.0,1609,1,1,1,1,1
Sword Boomerang|Iron Wave,Sword Boomerang,Iron Wave,0,0,1,1.0,1.0,1.0,1339,1,1,1,1,1
Sword Boomerang|Sever Soul,Sword Boomerang,Sever Soul,0,0,1,1.0,1.0,1.0,1584,1,1,1,1,1
